Z	n	M	chi	Tg	Td
100	10	30	15	1383.895921085978	26.652531971878
100	10	30	20	2231.740671494091	32.795524870992544
100	10	30	25	2968.2534896306493	40.37667540170062
100	10	30	30	3675.816998484865	49.875649453755216
100	10	30	35	4117.81931398	61.80368689094693
100	10	30	40	4412.333645040036	77.16660407939558
100	10	30	45	4471.142828057545	97.51716032385782
100	10	30	50	4325.056625481369	125.42418374629112
100	10	30	55	3990.7321140782383	162.98743942690103
100	10	30	60	3555.2964461780653	211.5721985589872
100	15	-30	-10	47.714103990486855	10.143213433736848
100	15	-30	-5	65.46342299175546	12.504288268982744
100	15	-30	0	96.79917308547638	15.413256329419342
100	15	-30	5	166.37433624203388	18.99792516475629
100	15	-30	10	316.6345714358137	23.418428850904835
100	15	-30	15	578.5084218507096	28.870997715359383
100	15	-30	20	950.2978060769358	35.59854181307895
100	15	-30	25	1419.483998812097	43.92231485458127
100	15	-30	30	1972.158279754223	54.299049835642016
100	15	-30	35	2517.72855259302	67.43162247843436
100	15	-30	40	3025.388528458323	84.49564528720227
100	15	-30	45	3381.2611921557354	107.4242846164257
100	15	-30	50	3524.0418204233374	138.85464564596555
100	15	-30	55	3487.7620298670868	180.74886392784148
100	15	-30	60	3258.3054799133142	233.1849709942096
100	15	-20	-10	48.34770875429136	10.124461018482894
100	15	-20	-5	68.29626496417285	12.48180926982995
100	15	-20	0	99.95023245045664	15.383000876968138
100	15	-20	5	168.3005444709477	18.956833723101283
100	15	-20	10	319.11445667676384	23.362854381618927
100	15	-20	15	585.6065076642639	28.800675076636917
100	15	-20	20	945.8410077836112	35.50839397531959
100	15	-20	25	1418.7048436068271	43.81142075381365
100	15	-20	30	1949.9714381169224	54.15716022209404
100	15	-20	35	2534.4777340106225	67.25633587859929
100	15	-20	40	3024.4475931141988	84.2620269146756
100	15	-20	45	3379.556645532777	107.10787118287116
100	15	-20	50	3526.0930293912584	138.42315707917618
100	15	-20	55	3490.5058904578136	180.20112089352065
100	15	-20	60	3262.9870254064995	232.51760451296937
100	15	-10	-10	48.61690154028114	10.084817483340988
100	15	-10	-5	70.58491195087002	12.433194308468424
100	15	-10	0	103.5782626594511	15.321178234695978
100	15	-10	5	163.97706761875568	18.870839353459505
100	15	-10	10	306.2893975484121	23.245019586082115
100	15	-10	15	563.7084312806434	28.64670526239601
100	15	-10	20	929.694424855754	35.31497121359792
100	15	-10	25	1402.13176593591	43.57278959056686
100	15	-10	30	1958.1920417542544	53.86453383264067
100	15	-10	35	2519.694627162254	66.87884029972118
100	15	-10	40	3001.899487328602	83.76013467055054
100	15	-10	45	3369.227697342923	106.43269538759267
100	15	-10	50	3517.272169419068	137.4960692472103
100	15	-10	55	3489.0088644304674	179.0214868174501
100	15	-10	60	3260.2649437621926	231.03514900045715
100	15	0	-10	48.1148823471243	9.999416157275382
100	15	0	-5	72.51794598375803	12.335401536151844
100	15	0	0	107.06748865579102	15.197006286718294
100	15	0	5	163.71712224177136	18.70704839930444
100	15	0	10	285.91763230021263	23.014542419112527
100	15	0	15	538.886450602558	28.33781463312894
100	15	0	20	917.8101007140456	34.921392221894784
100	15	0	25	1366.4397947202494	43.06182561362576
100	15	0	30	1919.3948534385493	53.23320008635343
100	15	0	35	2475.4953168797074	66.07494815687684
100	15	0	40	2990.9992147675944	82.72372013413282
100	15	0	45	3361.9197232637275	105.03635169259128
100	15	0	50	3522.5946735686057	135.5908113998693
100	15	0	55	3492.6854296780366	176.55060242977325
100	15	0	60	3278.937903786027	228.0261720662461
100	15	10	-10	47.14555568575083	9.829642125871016
100	15	10	-5	72.88001540025992	12.141005746412494
100	15	10	0	110.2921844049676	14.960285276041606
100	15	10	5	161.9939527206844	18.39385010463289
100	15	10	10	265.82419180737065	22.581111112527733
100	15	10	15	494.8926449369826	27.734681048106165
100	15	10	20	855.413069181592	34.09910687229464
100	15	10	25	1344.1826858278278	42.07774836465776
100	15	10	30	1916.229086031848	51.95580708317017
100	15	10	35	2445.1656834267133	64.48380926436994
100	15	10	40	2951.178381926714	80.64014130528942
100	15	10	45	3328.416514782756	102.20870284008797
100	15	10	50	3519.0403015572347	131.766248290914
100	15	10	55	3504.6571084133475	171.59373641044104
100	15	10	60	3299.7501640452274	221.7471385101296
100	15	20	-10	44.70451776627483	9.517654196392444
100	15	20	-5	70.7907309252208	11.795811585615
100	15	20	0	111.4725943653748	14.55892043529147
100	15	20	5	163.04159457824323	17.898363609124328
100	15	20	10	244.1749561310334	21.9073652300748
100	15	20	15	440.9821345469125	26.791090032579007
100	15	20	20	809.6705695919396	32.86147667853129
100	15	20	25	1326.9427499949295	40.418207069469474
100	15	20	30	1908.7687934733576	49.81010720863478
100	15	20	35	2459.604980770174	61.76226469392222
100	15	20	40	2862.0842850565705	77.05941569199788
100	15	20	45	3292.06875365755	97.639692017554
100	15	20	50	3494.5292562585823	125.39593442605394
100	15	20	55	3513.2532318197013	163.2380711010889
100	15	20	60	3345.6105261468992	211.47230606678323
100	15	30	-10	40.64314094940154	8.903137085176112
100	15	30	-5	65.05103307999302	11.148041621866533
100	15	30	0	106.9758610821901	13.844327246960368
100	15	30	5	160.48825370350238	17.055547061968323
100	15	30	10	233.72107206966484	20.843899976345025
100	15	30	15	381.3820750433092	25.26677414210561
100	15	30	20	740.2302188698727	30.699960200929088
100	15	30	25	1383.3632391455037	37.478369903823335
100	15	30	30	1857.4617393077856	45.6877009054053
100	15	30	35	2358.828102339704	56.26608973557909
100	15	30	40	2801.464135354403	69.91782712111247
100	15	30	45	3209.149927126824	87.90127688912749
100	15	30	50	3402.160177470266	112.20176649432958
100	15	30	55	3482.774341917954	145.58973607462727
100	15	30	60	3389.8663382318923	188.86218886335288
100	20	-30	-10	32.99794498188106	10.123220986620392
100	20	-30	-5	46.70244210187251	12.483100468156076
100	20	-30	0	67.04617974427846	15.387861844844911
100	20	-30	5	97.4359060949852	18.964729329536645
100	20	-30	10	155.16096584802014	23.371647039598194
100	20	-30	15	264.6938010484984	28.803195681592364
100	20	-30	20	432.6332463622495	35.50957690260208
100	20	-30	25	671.8121478296898	43.81150257663847
100	20	-30	30	981.4756027965326	54.15830486615863
100	20	-30	35	1361.6302784266434	67.25325659461183
100	20	-30	40	1786.5226173283145	84.25913162830366
100	20	-30	45	2235.2041551939774	107.10851827137046
100	20	-30	50	2603.618032302511	138.4286014105367
100	20	-30	55	2839.175347216024	180.19789013109423
100	20	-30	60	2895.43508317168	232.51308526418265
100	20	-20	-10	32.59378359867319	10.081635004901392
100	20	-20	-5	46.8144552409648	12.434300411878976
100	20	-20	0	69.4815151815098	15.329378709126471
100	20	-20	5	100.7902506070696	18.888266503204097
100	20	-20	10	152.03466039110802	23.266549246713733
100	20	-20	15	255.6240620730625	28.659877704697497
100	20	-20	20	424.7789885467622	35.32262734065195
100	20	-20	25	662.5661990743587	43.57455907029708
100	20	-20	30	979.084181157347	53.86162074174085
100	20	-20	35	1361.484785165987	66.87787272939454
100	20	-20	40	1794.634092941832	83.77044302905234
100	20	-20	45	2214.5086770677667	106.42550873890004
100	20	-20	50	2596.0125984768824	137.51398373022488
100	20	-20	55	2817.885598325568	178.9885392619945
100	20	-20	60	2887.6769076692244	231.0483521338435
100	20	-10	-10	31.896022465415445	9.99197512607448
100	20	-10	-5	46.4398903572146	12.33226188735528
100	20	-10	0	71.32303696472705	15.209195737055143
100	20	-10	5	104.9759293357944	18.73738775251964
100	20	-10	10	151.81257442145213	23.06065803972073
100	20	-10	15	239.0116593467908	28.370267165602375
100	20	-10	20	408.0652971906906	34.935738115171475
100	20	-10	25	643.3861828916112	43.07688650070104
100	20	-10	30	963.9604161957066	53.24109522978186
100	20	-10	35	1355.2655803286236	66.09197000108941
100	20	-10	40	1766.867416030948	82.72072659277994
100	20	-10	45	2207.3691865713745	105.02770976090032
100	20	-10	50	2583.739575125341	135.60484506871074
100	20	-10	55	2819.110199150714	176.52717290248765
100	20	-10	60	2884.9132036197934	227.97132647605827
100	20	0	-10	30.93134789453165	9.809496037925785
100	20	0	-5	45.477783340817325	12.12821730764414
100	20	0	0	71.9953580326018	14.975214205086209
100	20	0	5	108.9681541166518	18.44989098068203
100	20	0	10	153.2288345673246	22.673488870606544
100	20	0	15	230.0962894121372	27.850975249112437
100	20	0	20	380.7347910367912	34.18310521395428
100	20	0	25	612.0951493695974	42.08615257660989
100	20	0	30	916.6187594273893	51.944101956507296
100	20	0	35	1401.6356687940504	64.43076965708781
100	20	0	40	1740.279765273077	80.63341550850676
100	20	0	45	2168.616665338733	102.1785545433007
100	20	0	50	2542.710441202184	131.69406689296042
100	20	0	55	2808.6653507139467	171.55348875702217
100	20	0	60	2892.36048321958	221.85883957645015
100	20	10	-10	29.29645083253759	9.482883186082727
100	20	10	-5	43.12388357965676	11.758345824358983
100	20	10	0	70.25481603053166	14.561512659056351
100	20	10	5	111.11811548449964	17.970481070028928
100	20	10	10	157.5013921551517	22.07810062889852
100	20	10	15	218.84580594197809	27.01481822555333
100	20	10	20	353.4527407436432	33.10350046917676
100	20	10	25	577.3479313324988	40.59031954694082
100	20	10	30	885.0332873152328	49.932528270836215
100	20	10	35	1450.4873036471597	61.79159597968162
100	20	10	40	1819.3178499552653	77.12470950408728
100	20	10	45	2120.2501787199603	97.53386334848908
100	20	10	50	2506.3816181135994	125.4276402773314
100	20	10	55	2777.7252486754624	163.1886535027812
100	20	10	60	2889.006771449438	211.46082488887367
100	20	20	-10	27.23086360834185	8.877618366835732
100	20	20	-5	39.0390044456747	11.044895174238867
100	20	20	0	64.91818236335172	13.80705136840604
100	20	20	5	108.05089175692734	17.132420927699993
100	20	20	10	158.70526579404046	21.102983354432578
100	20	20	15	214.31061715010344	25.685847458061485
100	20	20	20	310.8516837151876	31.19852661659204
100	20	20	25	508.5000483423928	37.844477239932914
100	20	20	30	1102.644806867612	46.22721662366426
100	20	20	35	1492.663960864909	56.65146716981154
100	20	20	40	1764.7639224921677	69.92358540617701
100	20	20	45	2130.290376901572	87.93729706493143
100	20	20	50	2490.841392214448	112.18121146298084
100	20	20	55	2684.534744120552	145.59266912165927
100	20	20	60	2838.7117071270764	189.1297488248516
100	20	30	-10	24.033201552254315	7.923475718035092
100	20	30	-5	32.716923704023266	9.854753992601612
100	20	30	0	54.6436047176453	12.553702435487518
100	20	30	5	96.5974389662876	15.86306820970814
100	20	30	10	152.28711593709505	19.74543532527863
100	20	30	15	208.06897099498445	24.04059725759292
100	20	30	20	284.4821762915834	28.956501812020825
100	20	30	25	447.9941908327097	34.81377167629037
100	20	30	30	1039.6481559918757	41.93356746851106
100	20	30	35	1474.0699431517342	50.668502959407846
100	20	30	40	1771.309573046707	61.60604995159722
100	20	30	45	2093.025397210147	75.63968710423242
100	20	30	50	2342.464909299318	94.55398723005814
100	20	30	55	2601.9162280308947	120.86817226977128
100	20	30	60	2799.5364769265616	154.8211219392412
100	25	-30	-10	23.47902285545604	10.075851462201264
100	25	-30	-5	32.00038999399041	12.430046842410691
100	25	-30	0	47.15791400842448	15.32932355195953
100	25	-30	5	72.07839642429288	18.898327305213613
100	25	-30	10	107.86270022511238	23.284963160742464
100	25	-30	15	163.81434150975682	28.683486287965454
100	25	-30	20	259.0162616466497	35.33915334329859
100	25	-30	25	401.8314012302274	43.5752859076127
100	25	-30	30	614.0665374766882	53.86511271396184
100	25	-30	35	882.0448430620389	66.87359702635801
100	25	-30	40	1149.278102280476	83.77240516313377
100	25	-30	45	1466.9638297758718	106.4380380823329
100	25	-30	50	1825.7758062026217	137.51965556624626
100	25	-30	55	2168.196387332157	179.02844108501898
100	25	-30	60	2412.721133298743	231.0672048350264
100	25	-20	-10	22.83591230265387	9.97829858852479
100	25	-20	-5	31.2244232633731	12.319065904660803
100	25	-20	0	46.96858807367707	15.206883803590848
100	25	-20	5	73.91024706299422	18.751162277328373
100	25	-20	10	112.27926245669396	23.101272392668733
100	25	-20	15	164.51976125387256	28.4294217876146
100	25	-20	20	249.82638259495636	34.99270991221852
100	25	-20	25	390.3417311143625	43.10106472090758
100	25	-20	30	596.4570775398658	53.238708318532986
100	25	-20	35	956.1768929567608	66.06836763397733
100	25	-20	40	1141.1878776963515	82.72416003968605
100	25	-20	45	1458.2559683673712	105.04652339710718
100	25	-20	50	1812.1124834796728	135.6140461324811
100	25	-20	55	2149.0475231838	176.5340922292024
100	25	-20	60	2404.2696871099256	228.0337834442832
100	25	-10	-10	22.226211050229004	9.792680487660371
100	25	-10	-5	30.09958454064958	12.089105557390166
100	25	-10	0	45.882967686580464	14.958149960221204
100	25	-10	5	74.70564407609706	18.467038976643448
100	25	-10	10	116.34625677745316	22.757312716994463
100	25	-10	15	166.6228378994242	27.949725422411017
100	25	-10	20	240.4314427901845	34.33866161936028
100	25	-10	25	365.4989497478156	42.16780398949419
100	25	-10	30	570.1458216115907	52.01866587904666
100	25	-10	35	1025.7771482893754	64.48821791595391
100	25	-10	40	1247.6736721057518	80.6189843141405
100	25	-10	45	1436.7505728573738	102.21894370289124
100	25	-10	50	1787.2646827453311	131.79731361782345
100	25	-10	55	2125.507399812172	171.55224859225018
100	25	-10	60	2387.407898979903	221.8775703234733
100	25	0	-10	21.266472926066005	9.479821748050536
100	25	0	-5	28.590598099072228	11.69877813261693
100	25	0	0	43.2200757291461	14.495831065095752
100	25	0	5	73.06107988836654	17.969381250440186
100	25	0	10	118.66755962404667	22.163079451756257
100	25	0	15	171.2597188153319	27.223313239673324
100	25	0	20	234.66622315169437	33.31389043910411
100	25	0	25	342.9406189976708	40.7992917548499
100	25	0	30	534.3770013189022	50.12472775604429
100	25	0	35	1145.591237702133	61.90618435773752
100	25	0	40	1339.1398541959857	77.1984540652509
100	25	0	45	1548.9636754558403	97.49829557401306
100	25	0	50	1748.273382396526	125.42095583590272
100	25	0	55	2087.029389022784	163.21683377499988
100	25	0	60	2353.5414006672586	211.371534405304
100	25	10	-10	19.75912618083488	8.913657481861506
100	25	10	-5	26.334419304538788	10.98041458980332
100	25	10	0	39.36679913653234	13.664973820690872
100	25	10	5	67.57531832305422	17.083326233238918
100	25	10	10	116.14001926055296	21.190644127183145
100	25	10	15	172.89820711738042	25.99075586523084
100	25	10	20	232.1722328565118	31.71989769039085
100	25	10	25	315.58752177284407	38.42910865305347
100	25	10	30	474.6672919241645	46.75632293756944
100	25	10	35	1217.4748943719087	57.02805918882413
100	25	10	40	1407.3879197134193	70.37882320038018
100	25	10	45	1573.6624931816093	87.88371884172211
100	25	10	50	1868.1984354524768	112.07345151451858
100	25	10	55	2091.3311973136565	146.1126908914965
100	25	10	60	2270.722728090101	188.9715735260476
100	25	20	-10	17.634544227647492	8.07245968582496
100	25	20	-5	23.27428016049321	9.945907528616765
100	25	20	0	33.7233676439814	12.401224574717393
100	25	20	5	57.7483092481264	15.6960767180281
100	25	20	10	105.0139784664956	19.80982125649284
100	25	20	15	166.61910123819004	24.527423941952183
100	25	20	20	227.52196549634544	29.845452184654505
100	25	20	25	299.72790146768324	35.8078141090743
100	25	20	30	427.8924834513398	43.06951901010245
100	25	20	35	1126.0273567401418	51.71050333081007
100	25	20	40	1483.443246520476	62.59733376782911
100	25	20	45	1602.9867315909496	76.43517921837466
100	25	20	50	1831.7124108330363	95.43911230910012
100	25	20	55	2002.700223008063	122.48918202955004
100	25	20	60	2302.863051632773	156.91115356031264
100	25	30	-10	15.478796532293138	6.883886539516482
100	25	30	-5	19.391123741587744	8.4686451892759
100	25	30	0	27.42091613573354	10.681826492695096
100	25	30	5	45.23390090059074	13.669493080497237
100	25	30	10	86.28496881099743	17.770127872486928
100	25	30	15	151.2813206870247	22.674054135169776
100	25	30	20	215.19916948268167	27.7740874256389
100	25	30	25	280.7849254595133	33.266895119364946
100	25	30	30	373.7129818652252	39.220271110403246
100	25	30	35	919.7169523530488	46.4710156114252
100	25	30	40	1312.4587680427649	55.37124321641838
100	25	30	45	1573.711412173461	65.59340078347385
100	25	30	50	1783.0174279613573	80.9274863174878
100	25	30	55	1985.599385296236	98.11028629311008
100	25	30	60	2260.686018706385	126.06299214528482
100	30	-30	-10	17.835200273684055	9.983132191777743
100	30	-30	-5	23.304805455066752	12.30192428709119
100	30	-30	0	32.53594185605018	15.191567977529688
100	30	-30	5	50.60055309793909	18.749544698154565
100	30	-30	10	85.22387835544943	23.117379955466838
100	30	-30	15	140.77490321064755	28.47927215319136
100	30	-30	20	211.91386464349372	35.04798324038338
100	30	-30	25	307.1789402228955	43.163281863069365
100	30	-30	30	470.6619626472881	53.27355158488231
100	30	-30	35	826.2391230390259	66.09704938056298
100	30	-30	40	1131.3187826346436	82.73257364711033
100	30	-30	45	1173.1498785412575	105.04611946933424
100	30	-30	50	1423.5187745704002	135.62808247278514
100	30	-30	55	1720.4213535402491	176.5620430705042
100	30	-30	60	2025.152204570205	228.06520502889504
100	30	-20	-10	17.158614061058035	9.8071552394013
100	30	-20	-5	22.626705678952117	12.073599048267512
100	30	-20	0	31.231216648860126	14.9064607236607
100	30	-20	5	49.18121711590258	18.44236768665989
100	30	-20	10	85.44569053866341	22.7703665912194
100	30	-20	15	143.42347985046635	28.043122209731685
100	30	-20	20	213.5607734971065	34.47214029895977
100	30	-20	25	297.63528244994166	42.33663186767019
100	30	-20	30	443.3851914692733	52.11619995743666
100	30	-20	35	973.597839746109	64.52742405879047
100	30	-20	40	1233.43120751347	80.6296290463594
100	30	-20	45	1272.531633585436	102.2375074049108
100	30	-20	50	1414.6569271299509	131.75857333502017
100	30	-20	55	1704.4771222393804	171.54326364822174
100	30	-20	60	2005.0438960776276	221.8315658307864
100	30	-10	-10	16.227509874033142	9.52915910687513
100	30	-10	-5	21.719481670151666	11.70030555404515
100	30	-10	0	29.66193330101197	14.43128990979008
100	30	-10	5	46.56835979429963	17.898197102277397
100	30	-10	10	83.72124963298269	22.184528978763726
100	30	-10	15	144.62381525698086	27.33104430806657
100	30	-10	20	215.9623854454849	33.572328043658686
100	30	-10	25	292.68286077144296	41.09730112520096
100	30	-10	30	411.92091693119056	50.35149552846239
100	30	-10	35	1098.0674637948894	62.013087770605615
100	30	-10	40	1412.1658133737913	77.14984792658288
100	30	-10	45	1525.824911044715	97.5434536073684
100	30	-10	50	1531.5427958070627	125.37398282692531
100	30	-10	55	1698.994789357953	163.21630004179082
100	30	-10	60	1988.448284304108	211.56458225155387
100	30	0	-10	14.948935377689455	9.051287893288718
100	30	0	-5	20.273879092766997	11.068675888111958
100	30	0	0	27.37063038604156	13.5890827644383
100	30	0	5	41.95497204676602	16.895277039275552
100	30	0	10	76.17980682707638	21.10069652325149
100	30	0	15	139.83131404114698	26.12317438577384
100	30	0	20	216.6730993417031	32.1069341922928
100	30	0	25	288.9590477316472	39.12947372027647
100	30	0	30	381.3625158700368	47.48261519992966
100	30	0	35	1054.4424470403576	57.7857295569652
100	30	0	40	1566.7715571649169	70.86981711271802
100	30	0	45	1585.3669809119313	88.47999058826015
100	30	0	50	1778.3365065148791	112.05607268325647
100	30	0	55	1914.4755420693311	145.21318779763638
100	30	0	60	2028.8975776636516	188.8449408675992
100	30	10	-10	13.261965034279344	8.295337427171054
100	30	10	-5	18.280294157352696	10.198904343694087
100	30	10	0	24.586690952375903	12.470928508144096
100	30	10	5	36.60033768511076	15.517188410465591
100	30	10	10	65.17918088672212	19.5357010372526
100	30	10	15	124.01592882386932	24.443910702151918
100	30	10	20	204.8635941674189	30.23979567978693
100	30	10	25	281.0522991486688	36.67785195342416
100	30	10	30	359.07689195518475	44.0329208997437
100	30	10	35	791.1695258646871	52.94681457831975
100	30	10	40	1432.9633795636066	63.835774689642655
100	30	10	45	1627.1159064567514	77.96712362537525
100	30	10	50	1826.7084430299155	96.66089986191102
100	30	10	55	1942.4471559574176	122.5783333237485
100	30	10	60	2171.2158134904435	156.0726246093974
100	30	20	-10	11.900209367098723	7.13931121913071
100	30	20	-5	15.99601501822881	8.98614636445552
100	30	20	0	21.069705336926543	11.000374754445204
100	30	20	5	30.382472869628117	13.697927281097224
100	30	20	10	52.99140941092047	17.518896371716284
100	30	20	15	104.26177633231352	22.3811308828066
100	30	20	20	185.34260276778485	28.11152993562356
100	30	20	25	265.30209878289395	34.26979398492281
100	30	20	30	339.44983393712573	41.0731529251271
100	30	20	35	591.3365995239174	48.43759371861598
100	30	20	40	1186.019963665591	57.59027773526677
100	30	20	45	1481.7498613647915	68.12339525821726
100	30	20	50	1792.775391130425	82.61111868193126
100	30	20	55	1915.4309364424776	101.55544775820545
100	30	20	60	2106.654577691512	126.39809334148248
100	30	30	-10	11.2627712525071	5.471943023863321
100	30	30	-5	13.750950231778091	7.166076941050083
100	30	30	0	17.39340729785304	8.992592556847958
100	30	30	5	24.334465361307974	11.48451950392422
100	30	30	10	39.803535122236624	14.804083827461504
100	30	30	15	85.41604886851461	20.06986974793849
100	30	30	20	164.78807006312962	26.107745772451757
100	30	30	25	249.7344621635168	32.19250553347732
100	30	30	30	324.68982200631547	38.55054124008745
100	30	30	35	519.9557614243861	45.85528511462292
100	30	30	40	951.4027153177688	53.215397379547625
100	30	30	45	1331.3189117243253	61.3765286809749
100	30	30	50	1466.6014440022643	71.82471531274031
100	30	30	55	1780.3492338056017	86.4265047250992
100	30	30	60	1998.0583496260317	106.90039127197774
100	35	-30	-10	13.18454918168825	9.847067797057326
100	35	-30	-5	18.875191841366554	12.093845334368586
100	35	-30	0	24.81520271294304	14.885830213808836
100	35	-30	5	35.45007766908826	18.38324300289717
100	35	-30	10	60.571993249188495	22.73754989578192
100	35	-30	15	116.92872213101788	28.06206774352519
100	35	-30	20	200.70397373403637	34.57214482971536
100	35	-30	25	287.95721356884616	42.53157401270712
100	35	-30	30	391.8710222859797	52.30545536216871
100	35	-30	35	850.6241207675383	64.65140987960825
100	35	-30	40	1582.7537133438466	80.63265282143496
100	35	-30	45	1692.1648741409192	102.19432856283215
100	35	-30	50	1545.9133799589442	131.75855491692298
100	35	-30	55	1711.4981328302692	171.50666978241574
100	35	-30	60	1955.3719765545293	221.86525555819853
100	35	-20	-10	12.074539068432289	9.604286577161384
100	35	-20	-5	17.981950103194542	11.774950853997035
100	35	-20	0	23.749211334748864	14.423116164422728
100	35	-20	5	33.42064641465403	17.796521653099415
100	35	-20	10	56.820845262848415	22.07299194303428
100	35	-20	15	112.48880871338652	27.3287027999696
100	35	-20	20	199.92471714532817	33.702301587999614
100	35	-20	25	290.6305031266782	41.3848861679984
100	35	-20	30	383.0055539780444	50.72113968644279
100	35	-20	35	776.8346395819007	62.32846246420565
100	35	-20	40	1759.3987183580243	77.26046725063856
100	35	-20	45	2076.069005626205	97.63401473979836
100	35	-20	50	1897.195599681192	125.49678043160768
100	35	-20	55	1891.5594242098416	163.21327653053893
100	35	-20	60	2027.168890297608	211.5044298314564
100	35	-10	-10	10.939194717206314	9.16391928299297
100	35	-10	-5	16.662812410828128	11.267618920289388
100	35	-10	0	22.4459285378979	13.71560554449558
100	35	-10	5	30.55259490300787	16.764198713092618
100	35	-10	10	50.27021134694677	20.866712043148304
100	35	-10	15	101.16785669220002	26.042350453578187
100	35	-10	20	191.839252587114	32.224185445845166
100	35	-10	25	289.0711146537344	39.52730620467723
