MSFT.O,AAPL.O,NVDA.O,AMZN.O,META.O,GOOGL.O
0.995175,1.001077,0.434468,2.177787,-2.274767,1.941876
0.776351,2.38455,-0.288392,-0.902926,-2.617357,1.871778
-1.303704,-0.445399,-1.301518,0.786016,-2.470076,-0.501422
-0.960672,1.129818,1.824176,0.368603,0.859087,1.913139
-1.000303,-0.866678,0.079142,0.572135,-0.294985,-0.2461
0.091855,-0.831929,4.529116,1.333795,-1.331361,1.004039
1.040073,0.390754,-2.063274,0.333801,0.524738,-0.306738
2.210112,-2.392576,1.474719,1.44418,0.93214,1.090561
0.939457,-3.381697,1.695502,-0.659636,-1.736239,3.245406
0.694342,1.335665,-0.442327,-0.915366,-1.766917,-1.312385
2.318075,-0.303283,1.640465,2.188399,0.459242,0.587474
0.602237,2.231916,-0.201748,-0.841052,-1.870476,-0.071493
-0.655644,-0.738266,1.044474,0.45959,-0.384332,-0.171706
-0.688666,0.385298,-3.485255,-2.194451,-1.952455,-1.935014
-1.329096,0.178088,1.597222,-0.441132,-0.393497,-0.74543
0.348463,0.68078,-0.615174,-0.022918,-2.982841,-1.072735
2.191485,-0.833652,-0.068776,2.120425,-0.874036,0.910319
-0.399772,0.795353,-0.619408,-0.658461,-3.236515,-1.470605
0.430046,1.490055,1.315789,0.489587,5.274443,0.282157
-0.37111,-0.408565,-1.093643,0.888206,-0.822811,0.052598
1.977077,0.219018,-0.138217,-0.861813,-2.053557,-0.411837
-1.685867,-0.312833,0.138408,-0.442146,-1.375377,-0.983138
-0.600171,-0.934767,-2.142364,0.553256,-2.640306,0.069841
0.517539,-1.494013,0.635593,0.247034,0.310057,0.574619
2.030892,0.764266,1.368421,3.375275,1.397475,1.745235
-0.560695,-0.661142,-0.034614,1.516957,4.460951,1.192411
-1.776149,-0.293923,-1.869806,-2.237877,-1.233046,-1.169374
0.459242,-1.236289,-0.84686,-1.131815,-1.081981,-0.889965
-0.814286,0.873458,2.27758,1.516546,-0.168279,0.575701
-0.907389,-1.35676,-0.139179,-0.652671,-0.421408,-0.223489
1.744186,0.453436,0.97561,1.485456,1.658908,1.281084
-0.057143,-0.053241,-0.621118,1.330648,0.782616,1.621439
-1.114923,-2.031174,3.055556,-1.277683,0.408922,0.006662
-3.18011,-1.456738,-2.695418,-1.696865,-1.682504,-1.769774
-0.671842,-0.800791,-0.17313,-0.029257,2.635983,-0.430635
1.352773,-2.650544,-2.046479,-1.005999,-2.425601,-1.264573
-0.133472,0.022358,0.708215,0.546173,1.316064,-0.412743
2.019602,-1.132553,-0.562588,2.014789,-0.371134,0.860079
0.786026,-1.0777,-0.919378,-0.007205,2.069536,0.391461
-0.216638,0.698359,0.214133,0.050441,0.892133,0.376253
-0.535533,3.200262,0.42735,1.588102,-0.28135,0.85305
-1.222352,2.265285,-0.070922,0.577809,-1.612253,-0.627337
0.206246,0.551985,0.283889,0.105734,0.450635,0.466956
0.588062,-0.803232,0.778485,0.65134,-0.611746,0.796453
0.336159,-0.567773,-0.526685,1.647544,1.395158,1.29828
0.072833,1.758824,0.536534,0.32348,3.116147,0.016573
1.018923,-0.383568,1.327154,0.274414,1.255887,0.082851
2.838617,1.558719,1.386001,2.50744,0.03876,1.572865
-0.042034,-0.182079,0.068353,2.632984,0.387447,0.299922
1.401738,0.218049,-0.204918,-0.318647,1.42802,0.183099
0.276472,0.644535,0.54757,0.097857,0.152207,-0.54959
-1.461263,0.026732,-0.544588,0.593085,1.253799,-0.115049
-0.839396,0.336502,-0.410678,-1.483689,-1.763602,-0.856785
-11.399549,-1.576809,-2.130584,0.368288,-1.142093,-1.546317
1.942675,0.320038,-0.070225,-0.573338,0.633669,1.572834
-0.593565,-1.71706,-0.140548,-0.797417,0.326358,-0.757659
0.439975,5.136161,0.0,-0.704179,1.454267,-0.09958
-1.783479,-0.456289,0.351865,1.491938,29.607695,-1.683464
0.732717,0.567845,-0.420757,2.837838,-1.015746,-0.264729
-0.253004,1.541985,-0.211268,-1.89417,4.175243,-0.347885
0.982879,1.234954,1.693719,-1.205488,6.20096,0.980425
-0.031397,-0.17427,0.173491,-0.393506,-2.19789,-0.355812
-0.53392,0.916182,1.420159,1.444127,1.872283,1.855252
0.694664,1.284061,0.819672,-0.44507,1.496439,0.259893
-0.595798,1.493925,0.474255,-1.058479,2.99343,-0.17318
-0.378549,-0.894664,-1.483479,-0.079737,-1.63056,-0.931492
1.529449,-0.058033,-0.068446,-1.276808,0.830091,-0.660294
2.579297,-0.197858,0.678082,-0.394059,-0.848984,0.225678
-0.577683,-1.422963,-1.421865,0.513965,-0.103788,-0.252056
0.519878,2.840797,-0.828157,-0.191751,-0.727273,-0.550308
-1.247338,4.752225,0.347947,-0.916782,-3.142334,-0.481079
0.372324,1.82405,4.230236,-0.894649,-0.996785,-1.298156
-1.731066,-0.118355,0.632069,-1.671586,-0.245566,-1.166922
0.031456,0.887711,0.42314,-0.575977,1.422319,-0.320127
-1.279874,1.076981,-1.573507,0.263324,1.968716,1.02018
0.723091,-1.313664,0.501672,0.532269,1.586882,-0.02657
-0.031626,0.257449,-0.468227,-0.877774,-0.234314,0.451804
2.467574,0.119436,0.537634,1.813262,0.600209,0.503836
7.286199,-0.385717,0.0,0.096642,5.188067,-0.400591
-1.726619,0.389206,0.233957,-1.3103,1.948212,-0.438974
-2.606149,-2.859017,-1.267089,-1.844799,-4.11224,-1.874445
-0.721587,0.47197,-0.033772,0.231374,2.290616,-0.188202
1.605088,0.163782,-0.202703,0.852333,1.805268,0.810795
-0.447094,-0.911938,-0.13541,-1.056412,0.033915,-0.997159
-4.550898,0.279958,0.067797,2.783116,1.394876,1.591687
-2.148683,2.069467,0.948509,1.6759,-0.214951,1.308027
0.128226,-0.685996,0.268456,0.156654,2.106271,0.909327
-0.265728,0.595635,-0.401606,0.598436,3.02391,0.002274
1.614664,1.595681,1.646505,1.301291,0.204778,0.963414
2.321908,-2.277891,2.14876,0.216876,-0.999092,0.069365
1.08058,-5.444364,1.682848,-0.239712,3.302752,0.846208
-0.152718,1.064762,-0.063654,-0.260312,-0.643872,-0.34881
1.040073,-1.648015,0.636943,-0.314529,-0.98324,-0.447448
-0.693309,-3.179178,0.063291,-0.624329,-4.062288,-0.14712
0.393281,1.155247,0.316256,2.73931,6.022112,-0.185861
1.18433,2.055697,0.876419,2.585396,0.355003,1.942197
0.960384,1.639838,-0.462529,0.008332,1.658191,-0.545765
-2.523781,-1.035359,-0.816327,1.371531,3.284037,0.525384
-0.15553,4.969941,-0.981323,-1.533161,-0.631712,-1.8392
-0.870495,-0.313876,0.383632,0.847539,2.670057,0.038353
0.154059,-1.547741,0.159236,-0.471143,2.084623,-1.083623
0.815259,0.973979,-0.349762,1.74956,1.880307,0.107155
1.525786,-0.713669,-0.574346,-0.663272,1.686843,-0.202694
0.030057,-1.242879,-0.12837,-1.066422,-1.971116,-0.05477
0.901442,2.351337,-0.064267,2.658009,0.37826,1.266568
1.012507,0.327896,-0.064309,-0.137093,-0.277668,0.111161
-0.176887,-1.25623,-1.029601,-1.794016,-2.181782,-1.340105
0.059067,-0.078608,1.36541,1.359766,3.775695,-0.426897
-1.711924,0.977165,0.0,-2.824097,-1.028605,-0.757723
-0.870871,-1.396207,-0.833868,-2.193336,-6.681184,-1.394183
0.181763,1.174367,-1.552393,-1.648913,-0.784896,0.256539
2.086483,0.626814,1.0841,2.328404,4.87492,1.446498
1.095972,0.648234,-0.81248,1.872702,0.122324,0.431908
0.937592,0.655017,1.507208,-0.060793,0.814498,0.472482
0.11611,0.532215,-0.516462,-1.383972,-0.020198,0.673431
0.434909,0.488089,1.232966,1.334856,3.30303,1.816193
0.808314,0.675695,0.192308,0.09018,2.102278,-1.028363
0.114548,0.870168,1.151631,5.843872,3.849837,13.795548
0.085812,2.450824,0.253004,-0.757302,-0.682405,-0.801655
-1.171763,-0.286653,-0.504732,1.868644,-2.181987,0.368783
-2.371313,0.979577,-1.70577,-1.73934,-1.471286,2.423734
-0.118483,1.32391,-0.748339,1.669135,1.050096,-0.567865
5.960854,-1.118986,-0.942476,9.38563,-0.943846,-1.009215
-0.447803,0.744926,-0.19685,-1.439225,-3.312801,-0.019701
-0.140568,-2.490771,0.131492,1.26759,-1.660395,2.092611
0.056306,1.590546,-0.06566,-0.44665,-0.779431,-0.561646
-0.379854,-0.417988,-0.203679,0.816993,2.438278,0.015528
0.338935,-0.51119,0.434525,-1.381205,-0.906284,-0.343496
1.168191,1.292233,-2.851524,-0.07298,-3.075377,-0.090941
1.947691,-0.246986,-0.134953,0.042371,3.909166,-0.446932
4.203057,-0.281473,0.675676,-0.755659,-1.965872,0.120409
-1.781037,-1.617907,-2.38255,-3.543152,-3.175896,-1.447079
0.746667,1.574268,6.978343,1.964722,-0.063078,0.801627
-0.502912,-0.290456,0.835476,1.161257,-2.798233,-0.535417
-0.611865,0.185339,0.159337,-1.368031,0.876623,0.117753
2.127944,0.119998,2.768056,1.913999,4.516683,2.044911
-0.351199,1.445545,0.433437,3.137387,0.574831,0.26732
-0.473423,-0.600008,-0.308261,0.482858,0.040825,-0.161317
-1.69393,-1.21183,-2.411874,-0.809925,-6.488472,-0.194473
-0.483871,0.177584,-1.61597,-0.338631,1.156448,-0.615191
0.925422,-0.875758,-1.489637,-0.649422,0.150992,-0.282285
0.862999,1.191456,0.788955,1.751386,0.581521,1.150336
0.454545,-0.256363,-0.978474,0.918898,-1.006424,-0.210817
0.186319,0.757984,2.173913,1.163009,-3.049968,1.36061
-0.770457,1.844427,0.838169,1.255841,2.387327,1.193196
0.669344,2.354706,0.383632,1.400215,1.307474,0.444062
1.409574,1.851784,-0.636943,1.786869,1.11852,-0.331104
0.839234,-0.870394,0.961538,-0.335349,0.10636,-0.482262
-0.364109,2.737877,-0.063492,-1.947489,-0.701232,-0.115697
1.644479,-0.233436,1.397713,0.337961,4.044511,0.467121
-2.41397,0.513451,-1.629073,-0.380868,-0.575895,-0.079382
0.947368,-1.387742,-1.464968,0.639809,-0.827472,1.185049
0.899374,1.144602,-1.712993,-0.532369,1.877347,0.772991
-1.537269,-0.155359,2.334758,0.750864,2.87674,0.604745
-1.311992,-0.740872,-0.96401,-1.441539,-1.721564,-0.679476
-1.036958,-0.146074,-1.946788,-0.245951,4.961523,-0.680411
-1.423966,-1.09002,-0.595632,0.784262,2.874783,-0.857041
0.53148,0.553722,0.133156,1.231001,0.91898,1.149144
-0.989562,-0.450224,0.465426,-0.339358,1.95131,-0.290779
0.164294,-0.760374,1.389808,2.143686,1.294203,1.391771
-0.902132,-1.145669,0.391645,-0.194464,-0.935757,0.135515
1.517241,0.837527,1.983095,1.77383,0.127157,1.325698
-0.48913,3.837747,0.605674,0.179015,4.807692,1.315622
1.256144,-0.424494,0.253485,-0.92326,0.32889,-0.29235
0.970874,-0.664118,-0.948167,1.3001,-0.396825,0.505468
-0.400641,-0.675652,0.574346,-1.560375,-3.966742,0.084119
0.0,-0.994483,1.332487,-1.183179,-3.120491,-0.799356
0.321802,1.172185,0.313087,1.377838,1.748278,1.014007
-0.668271,-1.406367,-0.998752,-0.205622,0.111621,-0.677249
-0.672766,-2.19659,-1.197982,-0.384451,-0.279656,-0.729481
-2.113248,0.545307,1.34014,-0.708808,4.844475,1.114932
0.774979,-0.715625,1.63728,1.117801,1.258741,1.927604
-1.785224,0.633752,1.363073,0.977313,0.535221,0.208323
-0.643177,-1.277187,-3.728606,-0.226413,-1.734501,-0.962996
1.435407,-0.667078,-0.126984,-0.835391,1.258301,-0.005309
-2.941176,0.523511,-2.352193,-1.679827,-3.503624,-0.637067
2.287021,1.989808,3.125,1.677835,3.273118,2.352669
2.73896,2.007723,1.073232,-0.420084,-0.242466,-0.067861
0.353645,-0.557988,0.312305,-0.017683,-0.711806,0.661664
-1.382488,-2.450158,-0.435866,0.962607,-1.556216,-0.492121
-0.57724,1.553628,0.375235,1.861815,3.9254,1.14469
-0.663533,0.444388,-0.124611,-0.616632,-1.70911,0.113431
0.347899,0.846766,-0.374298,-1.154398,-1.530169,-0.42231
2.080155,-1.817757,-2.567314,-3.068497,-3.84955,-3.126455
-2.105692,0.811251,-0.642674,-0.340557,-1.652893,-2.01098
0.666112,-7.992734,0.970246,2.109868,2.969188,1.977788
1.075269,-1.135242,-0.960922,-2.593616,-2.91984,-1.432757
0.545554,-0.19331,1.681759,4.895888,14.104241,2.572363
2.658709,0.163671,-0.127226,-10.997246,2.439424,4.014113
-3.59408,0.185777,-1.33758,-3.496055,-1.742049,-4.025504
-0.35636,1.44757,0.58102,0.520006,2.065712,0.417317
-1.458047,0.74687,-0.898588,-0.431096,-0.89243,0.44282
1.005025,0.579411,1.295337,2.349545,-0.048239,1.46606
1.050304,1.398997,1.470588,1.830283,3.474903,1.506949
0.656455,1.791487,0.31506,-0.058159,-1.200249,-0.383034
1.019022,1.317605,2.072864,0.254939,2.050419,1.470676
0.793544,-0.007463,3.569231,-3.466099,-0.618341,-0.293233
0.373632,1.587924,3.149138,2.276306,4.46858,1.11318
0.026589,-0.080818,3.168203,0.041993,-0.356453,0.241687
0.212653,0.367654,-0.055835,-1.035399,0.313012,0.671766
0.240513,-1.578783,1.340782,-1.772939,1.129272,-0.705272
0.639829,-1.157489,3.528115,0.696643,2.306788,0.147213
0.609272,-1.110797,-0.745474,-0.869068,-1.493609,-0.026576
-0.76356,0.437887,1.448498,1.447687,3.192885,0.724379
-0.397984,-1.04066,-0.449498,1.859116,-1.31393,0.617727
-0.186468,-0.902195,-0.160085,0.413039,-0.844667,0.013934
1.040833,1.994781,-1.122394,0.091718,-0.462027,-0.078678
1.18859,-0.271003,-0.648649,0.547025,-0.696258,-0.291992
-1.383451,0.288842,-0.489663,-0.640707,-1.533742,-1.066096
1.667549,0.659391,1.038819,1.145144,2.062009,1.016056
-0.781047,0.210827,0.865801,2.327563,4.026163,0.275741
0.104959,-0.302427,-1.39485,-0.056396,-1.01998,0.110814
-0.655308,-0.058408,-0.108814,-0.02687,-1.468097,-0.395208
-0.211082,0.090491,-1.470588,-0.411224,3.194842,-0.265066
0.528821,0.973781,0.995025,-0.461501,-2.679439,-0.955785
0.657549,0.096999,0.273673,0.493466,1.112553,0.609172
-0.992945,-1.110676,-3.165939,0.234729,-2.892075,-1.510809
-0.501452,-1.123151,0.450958,0.600253,-1.612669,-1.367467
0.928382,0.390707,0.0,0.347835,1.506054,1.645634
3.942181,0.884687,2.356902,0.994561,0.654787,1.607248
-0.707965,-0.026346,1.726974,-1.462629,-1.373031,-0.991529
2.699262,-0.481873,0.080841,-1.141387,-1.861079,-0.174276
-0.421522,0.788727,-0.161551,-2.263057,0.403166,-1.179458
0.846614,1.18603,-0.485437,-2.431923,-4.669839,-2.122498
-0.395062,1.075688,0.0,0.812846,1.232449,0.068225
-1.363411,-0.955981,-2.276423,-3.185701,-6.942518,-2.308582
-1.080674,-0.429805,-1.331115,-1.438514,0.968784,-1.562762
2.388211,-0.111636,0.618325,-0.05318,-1.574545,0.526798
1.712159,-0.022352,0.055866,-0.569038,0.383269,-0.503504
1.049036,0.914782,4.13177,1.969587,3.950863,1.828606
-0.169,0.166159,-0.643432,-0.3003,0.159693,0.018504
-0.822249,-0.693024,1.079331,-2.438882,-5.149872,0.598393
-2.77981,-1.293639,-3.096636,-3.183262,-4.607497,-4.593176
-0.175571,-1.57008,0.330579,-1.622291,0.354191,-0.847318
0.050251,-0.005731,3.569467,2.929884,2.177524,3.122283
1.632346,1.314382,-0.106045,1.447702,7.251921,1.709386
-2.742772,-1.289787,-2.441614,-4.428806,-5.207499,-3.588812
-0.383638,-0.739283,-1.414581,-1.696572,-1.064909,-1.633467
-0.073963,0.398376,1.103753,1.340904,0.615069,1.383517
1.454824,-0.7131,0.709607,0.053813,0.339616,0.641966
1.63522,0.202738,0.216802,2.404455,1.06617,2.770184
-0.965347,1.14256,0.378583,0.380005,-1.306095,-3.646037
-0.174956,1.186802,0.80819,1.834354,3.902273,-0.730666
0.125188,0.099591,0.855158,-0.468462,2.923089,1.136511
-0.750188,-1.306942,1.165872,-1.43933,-2.649686,-1.464711
0.428319,8.19819,0.890519,3.872697,-0.798566,-0.571152
0.125439,0.734452,-2.751817,-9.882841,-5.191391,-2.121847
2.405412,3.872784,-0.427122,-2.386203,-2.720499,-0.02294
-0.880842,-0.296251,0.214477,1.281273,3.580335,2.552679
-0.271538,-0.378168,-1.1771,1.248419,2.803095,-0.270356
-0.990099,0.235557,0.541419,1.236313,2.291736,0.682396
-0.775,0.185974,-0.753904,0.038975,-1.128373,-0.865319
-0.655077,1.414155,1.085187,0.662316,1.257029,0.273475
-0.938372,-1.089923,-2.039721,-4.086438,-4.393989,-2.383576
0.93446,-0.349927,0.136986,-1.570381,-1.947719,-0.874524
0.545339,-0.177266,1.23119,-1.499778,-1.097752,0.418919
-0.25227,-0.416249,-2.432432,1.3596,0.845666,1.239979
1.087506,1.244572,2.936288,3.633999,4.524808,2.242604
1.82637,0.156875,-1.614639,0.58773,0.0,0.577605
-0.445324,0.018526,-0.984683,-2.304359,-1.002841,-1.316616
-1.590457,-0.850354,-0.552486,-0.816477,-2.213405,-0.989877
0.580808,1.475833,-0.222222,0.8503,0.174209,-0.154974
-0.200854,1.184917,3.229399,-0.317434,2.051193,1.993186
-0.176101,0.019848,-1.159655,1.494499,-1.097788,0.289516
1.688508,0.26459,0.0,1.268302,3.295765,1.72283
-0.619579,0.158335,0.438596,-0.032786,0.049595,1.046025
0.049875,1.129646,0.927948,2.403988,1.3731,1.503286
0.174477,1.872568,1.784749,-0.454778,3.470196,1.963462
-0.447873,-0.258939,0.850159,-0.212342,0.047259,-0.768869
0.824794,1.822086,-0.158061,1.16714,0.503858,0.019283
1.487357,-0.374579,0.263852,-0.391994,-0.830331,0.19104
-0.36639,-0.687204,-0.315789,-1.18701,-0.347551,-1.278754
-1.225791,1.414141,-0.422386,-0.534257,-0.332911,-1.741858
0.07446,1.141889,0.106045,-0.133468,0.747574,-0.135255
2.207341,0.392358,0.423729,5.472977,-0.243132,2.017119
0.655181,-0.274967,0.369198,1.885218,-1.085684,0.194714
-0.506268,1.600238,0.105097,-0.658234,0.608,0.830345
-0.387691,0.58698,0.524934,1.499237,4.596056,-0.425771
-0.608125,-0.413793,1.305483,0.839325,0.016725,-0.140771
-0.685267,-1.672704,0.618557,-2.77148,-2.26646,-1.409692
1.601774,-1.094376,0.102459,0.11046,0.326489,0.151921
0.654863,1.007888,-0.307062,0.413768,-0.48062,-1.436602
0.433735,-0.130152,0.667351,-0.610463,0.327154,-0.305088
-0.071977,0.108601,-0.101989,2.690252,1.863354,1.824324
-0.336134,-0.347147,-2.3073,-2.20707,-1.918445,0.772304
0.40954,-1.034182,-1.086843,-0.856269,0.246342,0.270801
0.743762,-0.087999,-1.162176,0.937693,1.348837,1.371531
-0.583472,-0.605527,-1.549973,-0.941205,0.535414,-0.304724
0.682716,0.088613,1.031488,1.011846,2.617164,2.338701
-0.737568,0.59761,-1.343364,-0.534449,-0.459668,-0.197976
1.270374,1.188119,0.108932,-0.343885,0.700134,0.157327
-1.301775,1.032833,0.870511,0.064701,-0.45858,-0.174154
0.407674,0.634886,1.132686,2.343125,1.144301,1.16647
0.07165,-0.042772,-0.36,0.138392,-2.36556,-0.120036
-0.238663,0.588361,0.896561,1.394622,-0.240783,0.389316
0.454545,2.061044,-0.795756,-1.168028,-1.508523,-0.391178
-0.500119,-0.643965,-0.802139,-2.920102,-3.875019,-2.09222
-0.263284,0.041951,3.018868,1.90235,3.521351,0.857538
0.035997,-0.372156,-0.549451,-0.621269,-0.150069,-0.569117
0.971573,0.194665,0.23678,5.57453,2.26213,1.139577
0.118793,1.291745,1.259843,2.634315,2.351522,1.297196
0.735643,-1.171591,0.414723,-0.247664,-1.082474,-0.201932
3.839812,-0.566513,-0.103252,0.411917,0.736991,-0.411425
1.020871,-1.783182,-0.258398,-0.96825,-1.84762,-1.659273
0.359308,1.439576,-4.455959,1.760797,3.026657,4.182019
0.324457,-0.519962,0.596529,0.306697,1.432478,-1.102279
-0.011152,0.831391,-0.431267,0.3002,-0.18732,0.857229
0.089226,2.607686,-2.111532,-0.748254,2.916125,0.268403
-1.04747,-0.164626,0.165929,0.131234,5.176042,-0.360217
0.225225,0.66062,-1.76698,-9.648365,0.280075,-0.817565
-1.191011,1.381167,-0.393479,-1.111077,-0.35909,0.15717
-0.193314,-0.646334,0.3386,-0.127961,-1.615056,-0.846382
-0.698416,-0.233787,1.687289,0.784375,1.311898,0.250863
-0.960336,-2.598064,-3.207965,-2.951846,-2.714356,-2.668615
-0.695088,0.554393,1.085714,-1.894629,-0.399174,-1.026659
1.189921,-0.561739,-0.226116,2.14616,1.589276,1.511506
-0.668665,-0.491683,0.056657,-0.42404,-1.115494,-1.568001
-0.789229,-0.168209,-0.11325,0.50269,-0.302655,0.235545
1.146467,-0.010531,-1.020408,-0.777342,0.965917,-0.466501
-0.069396,0.275191,8.82016,1.717772,-0.150335,1.072034
0.0,1.3194,-0.526316,0.482955,0.52012,-0.11939
0.740741,-0.020836,0.0,0.310998,-0.83061,-0.888696
1.286765,1.32333,0.582011,2.179632,1.290677,2.174369
0.431034,0.26738,-1.104682,2.123943,0.713027,0.015396
1.17461,0.492308,1.276596,0.126047,-0.896414,-0.16078
0.714445,1.204327,1.365546,0.26976,1.303816,1.540148
1.108402,1.381605,0.803109,0.179356,0.938464,0.744053
-0.838297,0.039789,-0.619515,0.193955,-0.637535,-0.284705
0.600667,0.009943,-0.935065,-0.854726,-0.320813,-0.502175
-0.154799,0.735733,0.052438,-0.396504,0.0,0.020256
0.044297,0.217134,0.157233,0.732833,0.60346,-0.332467
-0.365287,-0.641127,1.805338,2.338183,1.253132,-0.414853
-0.299967,1.230065,-1.156515,0.394933,-1.751051,-0.870571
0.022287,0.117497,0.832033,-0.9208,-1.038456,-0.459691
1.22549,0.244499,0.309438,-0.288218,1.306614,0.35153
-0.748404,0.780488,0.231362,0.985134,2.485966,1.076654
-0.288312,-4.220716,0.974609,-0.987207,-1.108503,0.151199
0.66726,-0.828785,1.752604,2.050147,0.158249,0.614059
1.436147,0.866286,-0.299551,0.124295,1.724819,0.782277
1.219778,-0.616348,-0.901352,-1.166349,0.815428,0.64405
